,Unnamed: 0,Villageid,Primary_key,LPCD_Weighted,LPCD_Min,LPCD_Max,State name,District name,Block name,Gram panchayat,Village name,Sample source,Sample Id,Lab name,Lab name agg,Scheme Type,Sample collection,Sample tested,Free residual Chlorine (mg/l),Total Alkalinity (as Calcium Carbonate) (mg/l),Turbidity (NTU),TDS (mg/l),Fluoride (as F) (mg/l),Colour (Hazen units),Total Hardness (As CaCO3) (mg/l),Sulphate (as SO4) (mg/l),Total coliform (CFU/ 100 ml),Iron (As Fe) (mg/l),E. coli (CFU/100 ml),Odour (NA),Chloride (as Cl) (mg/l),Nitrate (as NO3) (mg/l),pH (NA),Arsenic (mg/l),S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
993,993,157934.0,SARAGURU_K. BELTHURU_CHAKKURU,55.73,55.73,55.73,Karnataka,Mysuru,SARAGURU,K. BELTHURU,CHAKKURU,Public tap water location : -----,U699784S13071717,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],,22/06/2023,23/06/2023,,318.588,0.78,741.2,0.808,1.1,411.107,36.974,,0.27,,0.0,62.128,20.759,7.42,,1010,Karnataka,15,Mysuru,202,SARAGURU,10262,K. BELTHURU,63026,CHAKKURU,Chakkur,618967.0,618967,Chakkur,2475,655,805,1015,480,474,0,
994,994,157933.0,SARAGURU_K. BELTHURU_K. BELTHURU,54.86,37.14,56.2,Karnataka,Mysuru,SARAGURU,K. BELTHURU,K. BELTHURU,Public tap water location : -----,U699784S16760848,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,28/11/2023,29/11/2023,0.0,368.1695238095238,0.5333333333333334,851.6190476190476,0.795,1.0,457.0657142857143,46.65904761904762,0.0,0.3157142857142857,,0.0,89.7447619047619,26.24809523809524,7.466666666666667,,1011,Karnataka,15,Mysuru,202,SARAGURU,10262,K. BELTHURU,63026,K. BELTHURU,K.Belthur,618972.0,618972,K.Belthur,3720,358,2485,877,949,682,0,
995,995,157932.0,SARAGURU_K. BELTHURU_KOOLYA,56.49,56.49,56.49,Karnataka,Mysuru,SARAGURU,K. BELTHURU,KOOLYA,Public tap water location : -----,U699784S18251854,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,06/02/2024,07/02/2024,,249.24,0.0,552.0,0.75,1.0,276.25,18.22,,0.23,,,70.47,5.79,7.7,,1012,Karnataka,15,Mysuru,202,SARAGURU,10262,K. BELTHURU,63026,KOOLYA,Kulya,618973.0,618973,Kulya,1374,615,57,702,335,335,0,
996,996,157935.0,SARAGURU_K. BELTHURU_MOLEYURU,56.31,56.31,56.31,Karnataka,Mysuru,SARAGURU,K. BELTHURU,MOLEYURU,Public tap water location : -----,U699784S13071639,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,22/06/2023,23/06/2023,,359.7046153846153,0.6615384615384615,813.2307692307693,0.8830769230769231,1.0,448.5015384615385,39.37923076923077,,0.3115384615384615,,0.0,64.35,34.472307692307695,7.384615384615385,,1013,Karnataka,15,Mysuru,202,SARAGURU,10262,K. BELTHURU,63026,MOLEYURU,Moleyuru,619112.0,619112,Moleyuru,2098,775,0,1323,326,268,0,
997,997,157937.0,SARAGURU_K. BELTHURU_MUDDANAHALLI,57.64,57.64,57.64,Karnataka,Mysuru,SARAGURU,K. BELTHURU,MUDDANAHALLI,"Source Type : Deep Tubewell, location : insidevillage",U699784S13071667,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,22/06/2023,23/06/2023,,432.3688888888889,0.6000000000000001,1033.111111111111,0.86,1.0,570.4288888888889,61.96444444444444,,0.3177777777777777,,0.0,99.78,40.68888888888889,7.277777777777778,,1014,Karnataka,15,Mysuru,202,SARAGURU,10262,K. BELTHURU,63026,MUDDANAHALLI,Muddanahalli,618970.0,618970,Muddanahalli,416,290,0,126,90,90,0,
998,998,157953.0,SARAGURU_KALLAMBALU_CHAMALAPURA,38.62,38.62,38.62,Karnataka,Mysuru,SARAGURU,KALLAMBALU,CHAMALAPURA,Public tap water location : -----,U699784S14529698,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,19/08/2023,21/08/2023,,326.455,0.3,721.5,0.85125,1.0,383.08375,34.165,0.0,0.26375,,0.0,66.65375,33.1825,7.4,,1015,Karnataka,15,Mysuru,202,SARAGURU,10262,KALLAMBALU,63028,CHAMALAPURA,Chamalapura,618932.0,618932,Chamalapura,1047,195,495,357,250,250,0,
999,999,157951.0,SARAGURU_KALLAMBALU_KALLAMBALU,42.04,32.59,46.68,Karnataka,Mysuru,SARAGURU,KALLAMBALU,KALLAMBALU,Anganwadi name : KALLAMBALU Anganavadi center,U699784L1583S10926413,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,20/03/2023,05/04/2023,,388.75466666666665,0.5,917.7333333333332,0.8733333333333333,1.0,494.69,45.974,0.0,0.3386666666666666,,0.0,99.23866666666666,39.714000000000006,7.425333333333333,,1016,Karnataka,15,Mysuru,202,SARAGURU,10262,KALLAMBALU,63028,KALLAMBALU,Kallambalu,618983.0,618983,Kallambalu,2555,825,0,1730,565,498,0,
1000,1000,157950.0,SARAGURU_KALLAMBALU_KATTEHUNSUR,37.31,37.31,37.31,Karnataka,Mysuru,SARAGURU,KALLAMBALU,KATTEHUNSUR,School name : HS KATTE HUNASURU,U699784S14475441,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,17/08/2023,18/08/2023,,316.42571428571426,0.3285714285714285,688.0,0.8085714285714286,1.0,361.24,33.67714285714286,0.0,0.2814285714285715,,0.0,64.06285714285714,30.302857142857142,7.442857142857143,,1017,Karnataka,15,Mysuru,202,SARAGURU,10262,KALLAMBALU,63028,KATTEHUNSUR,Kattehunsur,618982.0,618982,Kattehunsur,940,245,0,695,231,88,0,
1001,1001,157952.0,SARAGURU_KALLAMBALU_KUNDUR,40.51,40.51,40.51,Karnataka,Mysuru,SARAGURU,KALLAMBALU,KUNDUR,School name : LPS KUNDURU,U699784S14508581,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,18/08/2023,19/08/2023,,290.6333333333333,0.2666666666666666,667.3333333333334,0.6666666666666666,1.0,354.0133333333333,37.833333333333336,0.0,0.2833333333333333,,0.0,54.57,30.913333333333338,7.466666666666666,,1018,Karnataka,15,Mysuru,202,SARAGURU,10262,KALLAMBALU,63028,KUNDUR,Kundur,618984.0,618984,Kundur,650,33,195,422,116,115,0,
1002,1002,157954.0,SARAGURU_KOTHEGALA_HALASUR,36.19,34.8,36.35,Karnataka,Mysuru,SARAGURU,KOTHEGALA,HALASUR,"PrivateTube well / Bore well / Well, location : Near channanaika house",U699784S12952479,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,19/06/2023,20/06/2023,,321.90090909090907,0.4909090909090909,548.4545454545455,0.7909090909090909,1.0,361.3718181818182,43.00727272727273,,0.2990909090909091,,0.0,69.23727272727272,21.86818181818182,7.318181818181818,,1019,Karnataka,15,Mysuru,202,SARAGURU,10262,KOTHEGALA,299732,HALASUR,Halasur,618994.0,618994,Halasur,2783,858,1235,690,561,459,0,
1003,1003,157968.0,SARAGURU_KOTHEGALA_KOTTHEGAL,31.98,24.83,34.55,Karnataka,Mysuru,SARAGURU,KOTHEGALA,KOTTHEGAL,"PrivateTube well / Bore well / Well, location : Near Mahadevamma house",U699784S12952506,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,19/06/2023,20/06/2023,,451.519,0.8266666666666667,968.0666666666668,0.956,1.0,570.3133333333334,57.151,0.0,0.35,,0.0,112.05233333333334,34.57333333333334,7.510000000000001,,1020,Karnataka,15,Mysuru,202,SARAGURU,10262,KOTHEGALA,299732,KOTTHEGAL,Kothegala,618993.0,618993,Kothegala,5338,1499,1420,2419,1074,335,0,
1004,1004,157939.0,SARAGURU_KOTHEGALA_KUNNAPATNA,32.22,32.22,32.22,Karnataka,Mysuru,SARAGURU,KOTHEGALA,KUNNAPATNA,"Source Type : Deep Tubewell, location : inside Village",U699784S11484594,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,11/04/2023,12/04/2023,,407.555,0.5,721.25,0.805,1.0,449.0425,57.572500000000005,,0.36,,0.0,101.5525,22.205,7.15,,1021,Karnataka,15,Mysuru,202,SARAGURU,10262,KOTHEGALA,299732,KUNNAPATNA,Kunnapatna,618986.0,618986,Kunnapatna,492,367,125,0,102,49,0,
1005,1005,157949.0,SARAGURU_KOTHEGALA_PURADAKATTE,37.15,37.15,37.15,Karnataka,Mysuru,SARAGURU,KOTHEGALA,PURADAKATTE,School name : LPS PURADAKATTE,U699784S11465389,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,10/04/2023,11/04/2023,,497.9175,0.425,915.5,1.01,1.0,563.2075,70.92750000000001,,0.3025,,0.0,147.6575,43.1825,7.375,,1022,Karnataka,15,Mysuru,202,SARAGURU,10262,KOTHEGALA,299732,PURADAKATTE,Puradakatte,618985.0,618985,Puradakatte,820,0,750,70,168,123,0,
1006,1006,157986.0,SARAGURU_M.C. THALALU_ANKUPURA,31.82,31.82,31.82,Karnataka,Mysuru,SARAGURU,M.C. THALALU,ANKUPURA,Public tap water location : -----,U699784S14793756,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],,30/08/2023,31/08/2023,,412.515,0.25,535.0,0.795,1.0,436.0750000000001,46.83,,0.305,,0.0,59.4,24.01,7.25,,1023,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,ANKUPURA,,,619013,Ankupura,88,8,25,55,22,0,0,
1007,1007,157989.0,SARAGURU_M.C. THALALU_BARAGI,34.45,31.09,39.94,Karnataka,Mysuru,SARAGURU,M.C. THALALU,BARAGI,Public tap water location : -----,U699784S14793731,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,30/08/2023,31/08/2023,,368.5423529411765,0.4588235294117647,817.8823529411765,0.7841176470588236,1.0,432.13,42.89529411764706,,0.3135294117647059,,0.0,77.72941176470589,35.523529411764706,7.476470588235294,,1024,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,BARAGI,Baragi,619014.0,619014,Baragi,1504,266,116,1122,652,74,0,
1008,1008,157997.0,SARAGURU_M.C. THALALU_CHANNAGUNDI,36.63,36.63,36.63,Karnataka,Mysuru,SARAGURU,M.C. THALALU,CHANNAGUNDI,"Others, location : Changundi kere",U699784S12094329,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,19/05/2023,20/05/2023,,324.22,1.3,710.0,0.7525,4.5,364.47,45.8075,,0.3025,,0.0,69.29249999999999,27.2375,7.2,,1025,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,CHANNAGUNDI,Channagundi,619117.0,619117,Channagundi,249,0,204,45,170,69,0,
1009,1009,157985.0,SARAGURU_M.C. THALALU_CHIKKAKUNDURU,33.13,33.13,33.13,Karnataka,Mysuru,SARAGURU,M.C. THALALU,CHIKKAKUNDURU,School name : HPS CHANNAGUNDI,U699784S14949090,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],,02/09/2023,08/09/2023,,476.93,0.7666666666666666,1080.0,0.9133333333333334,1.0,569.9533333333333,62.083333333333336,,0.3333333333333333,,0.0,112.25833333333333,42.09833333333333,7.466666666666666,,1026,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,CHIKKAKUNDURU,,,619012,Chikkakundur,725,218,18,489,345,45,0,
1010,1010,157992.0,SARAGURU_M.C. THALALU_HUNASURU,30.94,30.94,30.94,Karnataka,Mysuru,SARAGURU,M.C. THALALU,HUNASURU,"Source Type : Deep Tubewell, location : inside Village",U699784S14816380,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,31/08/2023,01/09/2023,,572.7399999999999,0.6333333333333333,824.3333333333334,0.8066666666666666,1.0,634.1466666666666,84.82333333333332,,0.3633333333333333,,0.0,103.37666666666668,13.546666666666669,7.399999999999999,,1027,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,HUNASURU,Hunasur,619009.0,619009,Hunasur,160,150,0,10,58,8,0,
1011,1011,157993.0,SARAGURU_M.C. THALALU_M.C. THALALU,35.26,28.66,37.28,Karnataka,Mysuru,SARAGURU,M.C. THALALU,M.C. THALALU,School name : HS M C THALALU,U699784S15049209,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,01/09/2023,02/09/2023,,409.1715384615384,0.4307692307692307,729.4615384615385,0.8423076923076922,1.0,454.4576923076923,60.45307692307692,,0.2915384615384615,,0.0,81.72230769230768,32.61,7.446153846153846,,1028,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,M.C. THALALU,Muthigechikkathalalu,619008.0,619008,Muthigechikkathalalu,1056,246,250,560,395,140,0,
1012,1012,157991.0,SARAGURU_M.C. THALALU_MUGUTHANAMULE,31.38,31.38,31.38,Karnataka,Mysuru,SARAGURU,M.C. THALALU,MUGUTHANAMULE,School name : LPS MUGUTHANAMULE,U699784S14816311,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,31/08/2023,01/09/2023,,385.618,0.5599999999999999,696.6,0.924,1.0,408.83,50.276,,0.26,,0.0,79.532,10.062,7.459999999999999,,1029,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,MUGUTHANAMULE,Muguthanamule,619010.0,619010,Muguthanamule,337,177,26,134,90,64,0,
1013,1013,157990.0,SARAGURU_M.C. THALALU_SIDDAPURA,39.8,38.02,44.19,Karnataka,Mysuru,SARAGURU,M.C. THALALU,SIDDAPURA,School name : LPS SHIVAPURA,U699784S14816261,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,31/08/2023,01/09/2023,,365.367,0.31,616.9,0.89,1.0,397.454,49.263,,0.265,,0.0,73.93199999999999,10.947,7.37,,1030,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,SIDDAPURA,Siddapura,618850.0,619011,SHIDDAPURA,1201,293,47,861,227,42,0,
1014,1014,157988.0,SARAGURU_M.C. THALALU_VADERAHALLI,38.12,38.12,38.12,Karnataka,Mysuru,SARAGURU,M.C. THALALU,VADERAHALLI,"Source Type : Deep Tubewell, location : Inside Village",U699784S14776953,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,29/08/2023,30/08/2023,,400.86,0.7666666666666666,982.0,0.9166666666666666,1.0,548.2133333333334,60.580000000000005,0.0,0.3333333333333333,,0.0,84.28333333333333,41.96,7.233333333333333,,1031,Karnataka,15,Mysuru,202,SARAGURU,10262,M.C. THALALU,63032,VADERAHALLI,Vaderahalli,619015.0,619015,Vaderahalli,136,0,134,2,65,13,0,
1015,1015,157943.0,SARAGURU_MANUGANAHALLI_ADAHALLI,56.63,56.63,56.63,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,ADAHALLI,Public tap water location : -----,U699784S14700842,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,25/08/2023,28/08/2023,,462.8025,0.6,1044.5,0.9225,1.0,540.40625,52.75875,,0.32625,,0.0,128.26,43.25,7.425,,1032,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,ADAHALLI,Adahalli,618971.0,618971,Adahalli,957,306,0,651,280,280,0,
1016,1016,157947.0,SARAGURU_MANUGANAHALLI_HOOVINAKOLA,39.33,39.33,39.33,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,HOOVINAKOLA,Public tap water location : -----,U699784S14638047,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,23/08/2023,24/08/2023,,461.45666666666665,0.5833333333333334,1075.6666666666667,0.9366666666666666,1.0,581.185,56.72833333333333,0.0,0.355,,0.0,113.84166666666664,40.00333333333334,7.566666666666666,,1034,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,HOOVINAKOLA,Hoovinakola,618981.0,618981,Hoovinakola,593,593,0,0,165,162,0,
1017,1017,157944.0,SARAGURU_MANUGANAHALLI_HUNAGAHALLI,56.29,56.29,56.29,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,HUNAGAHALLI,School name : LPS HUNGALLI,U699784S14604374,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,22/08/2023,23/08/2023,,264.588,0.2,611.6,0.786,1.0,317.88,34.754,0.0,0.242,,0.0,78.69200000000001,12.396,7.359999999999999,,1035,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,HUNAGAHALLI,Hunaganahalli,618974.0,618974,Hunaganahalli,666,196,0,470,210,210,0,
1018,1018,157946.0,SARAGURU_MANUGANAHALLI_HUNASAHALLI,37.76,37.76,37.76,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,HUNASAHALLI,"Source Type : Deep Tubewell, location : inside village",U699784S13111133,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],,23/06/2023,26/06/2023,,430.44,1.02,929.8,0.994,1.0,699.8219999999999,56.254,0.0,0.374,,0.0,128.046,38.128,7.74,,1036,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,HUNASAHALLI,Hunsahalli,618979.0,618979,Hunsahalli,966,350,0,616,205,73,0,
1019,1019,157948.0,SARAGURU_MANUGANAHALLI_LANKE,37.42,37.42,37.42,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,LANKE,"Source Type : Deep Tubewell, location : inside Village",U699784S13111116,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,23/06/2023,26/06/2023,,381.2175,1.025,909.5,0.8675,2.75,523.1425,38.575,0.0,0.345,,0.0,83.0275,32.4,7.4125,,1037,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,LANKE,Lanke,618980.0,618980,Lanke,1818,1242,0,576,427,309,0,
1020,1020,157941.0,SARAGURU_MANUGANAHALLI_MANCHAHALLI,41.29,41.29,41.29,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,MANCHAHALLI,Public tap water location : -----,U699784S14677980,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,24/08/2023,25/10/2023,,191.00666666666663,0.15,420.0,0.7799999999999999,1.0,237.545,14.186666666666667,0.0,0.1766666666666666,,0.0,33.068333333333335,7.928333333333334,7.633333333333333,,1038,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,MANCHAHALLI,Manchahalli,618977.0,618977,Manchahalli,256,0,0,256,85,78,0,
1021,1021,157945.0,SARAGURU_MANUGANAHALLI_MANUGANAHALLI,36.3,36.3,36.3,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,MANUGANAHALLI,Public tap water location : -----,U699784S14638148,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,23/08/2023,24/08/2023,,394.48,0.5285714285714286,959.1428571428572,0.91,1.0,534.7628571428571,54.55285714285714,0.0,0.2928571428571428,,0.0,119.04428571428572,31.89,7.514285714285714,,1039,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,MANUGANAHALLI,Manuganahalli,618882.0,618882,Manuganahalli,866,207,0,659,523,248,0,
1022,1022,157940.0,SARAGURU_MANUGANAHALLI_SHANTIPURA,40.09,40.09,40.09,Karnataka,Mysuru,SARAGURU,MANUGANAHALLI,SHANTIPURA,Anganwadi name : SHANTHIPURA Anganavadi center,U699784S14678040,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,24/08/2023,25/08/2023,,205.1,0.2,454.8,0.8220000000000001,1.0,251.432,18.108,0.0,0.206,,0.0,33.238,7.636,7.52,,1040,Karnataka,15,Mysuru,202,SARAGURU,10262,MANUGANAHALLI,63027,SHANTIPURA,Shanthipura,618861.0,618978,Kallasaragur,954,180,322,452,196,196,0,
1023,1023,157964.0,SARAGURU_MULLUR_BEERVALU,31.89,28.74,34.21,Karnataka,Mysuru,SARAGURU,MULLUR,BEERVALU,"Source Type : Deep Tubewell, location : in habitaiton",U699784S13709099,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,18/07/2023,19/07/2023,,390.5333333333333,0.65,826.6666666666666,0.815,1.0,463.75,28.325,,0.3166666666666666,,0.0,64.55,26.10833333333333,7.516666666666667,,1041,Karnataka,15,Mysuru,202,SARAGURU,10262,MULLUR,63029,BEERVALU,Beerwal,619000.0,619000,Beerwal,1283,285,399,599,252,181,30,
1024,1024,157955.0,SARAGURU_MULLUR_BENNEGERE,36.04,36.04,36.04,Karnataka,Mysuru,SARAGURU,MULLUR,BENNEGERE,Public tap water location : -----,U699784S13780347,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,20/07/2023,22/07/2023,,385.1466666666667,0.4333333333333333,825.3333333333334,0.79,1.0,437.7266666666667,36.49333333333333,,0.2966666666666667,,0.0,79.08333333333333,35.98,7.5,,1042,Karnataka,15,Mysuru,202,SARAGURU,10262,MULLUR,63029,BENNEGERE,Bennagere,618996.0,618996,Bennagere,360,10,0,350,72,47,0,
1025,1025,157956.0,SARAGURU_MULLUR_CHANGODANAHALLI,32.2,32.2,32.2,Karnataka,Mysuru,SARAGURU,MULLUR,CHANGODANAHALLI,Public tap water location : -----,U699784S13780245,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS,20/07/2023,28/07/2023,,438.34,0.75,1006.6666666666666,0.9083333333333332,1.0,550.495,42.86333333333334,,0.35,,0.0,100.71,42.446666666666665,7.483333333333333,,1043,Karnataka,15,Mysuru,202,SARAGURU,10262,MULLUR,63029,CHANGODANAHALLI,Changowdanahalli,618997.0,618997,Changowdanahalli,540,435,0,105,135,135,0,
1026,1026,157966.0,SARAGURU_MULLUR_HEGGUDILU,56.53,56.53,56.53,Karnataka,Mysuru,SARAGURU,MULLUR,HEGGUDILU,Anganwadi name : HALEHEGGUDLU Anganavadi center,U699784S13813332,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,21/07/2023,24/07/2023,,447.584,0.62,1021.6,1.0219999999999998,1.0,559.326,51.92,0.0,0.31,,0.0,91.164,43.07,7.4,,1045,Karnataka,15,Mysuru,202,SARAGURU,10262,MULLUR,63029,HEGGUDILU,Heggudlu,619089.0,619089,Heggudlu,740,250,320,170,272,272,0,
1027,1027,157957.0,SARAGURU_MULLUR_MULLUR,34.55,31.63,35.01,Karnataka,Mysuru,SARAGURU,MULLUR,MULLUR,Public tap water location : -----,U699784S16168683,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,30/10/2023,31/10/2023,,349.1933333333333,0.7333333333333333,799.1111111111111,0.7661111111111112,1.0,450.6755555555556,30.466666666666665,,0.2983333333333333,,0.0,71.61944444444445,27.572222222222223,7.438888888888889,,1046,Karnataka,15,Mysuru,202,SARAGURU,10262,MULLUR,63029,MULLUR,Mullur,618998.0,618998,Mullur,4203,775,900,2528,1041,1013,0,
1028,1028,157982.0,SARAGURU_SAGARE_AGATHURU,55.38,55.38,55.38,Karnataka,Mysuru,SARAGURU,SAGARE,AGATHURU,Public tap water location : -----,U699784S17949504,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,22/01/2024,23/01/2024,,354.3272727272727,0.4454545454545455,786.5454545454545,0.8045454545454546,1.0,439.57454545454544,34.79363636363637,,0.3063636363636364,,0.0,74.52272727272727,37.24090909090909,7.427272727272728,,1047,Karnataka,15,Mysuru,202,SARAGURU,10262,SAGARE,63031,AGATHURU,Agathuru,619075.0,619075,Agathuru,3103,619,2215,269,760,637,76,
1029,1029,157981.0,SARAGURU_SAGARE_KANDEGALA,56.9,56.9,56.9,Karnataka,Mysuru,SARAGURU,SAGARE,KANDEGALA,Public tap water location : -----,U699784S17949622,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],,22/01/2024,23/01/2024,,211.3422222222222,0.5888888888888889,484.0,0.69,1.0,267.7611111111112,18.784444444444446,,0.2111111111111111,,0.0,42.18111111111111,15.97222222222222,7.479999999999999,,1048,Karnataka,15,Mysuru,202,SARAGURU,10262,SAGARE,63031,KANDEGALA,Kandegala,619077.0,619077,Kandegala,613,310,65,238,153,153,0,
1030,1030,157983.0,SARAGURU_SAGARE_SAGARE,55.94,55.91,56.44,Karnataka,Mysuru,SARAGURU,SAGARE,SAGARE,Public tap water location : -----,U699784S17949514,RDW&SD Water Quality Testing Lab HD Kote,['RDW&SD Water Quality Testing Lab HD Kote'],SVS and MVS,22/01/2024,23/01/2024,,356.9585714285714,0.6535714285714286,807.3571428571429,0.7946428571428571,1.1428571428571428,442.3821428571428,33.27178571428571,,0.3017857142857142,,0.0,87.93857142857144,30.36285714285714,7.4278571428571425,,1049,Karnataka,15,Mysuru,202,SARAGURU,10262,SAGARE,63031,SAGARE,Sagare,619076.0,619076,Sagare,3996,512,2317,1167,979,944,0,
1031,1031,158967.0,TIRUMAKUDAL-NARSIPUR_ANKANAHALLI_ANKANAHALI,52.01,47.85,55.98,Karnataka,Mysuru,Tirumakudal-narsipur,Ankanahalli,Ankanahali,School name : GHPS KEMPEGOWDANAKOPPALU,U702640S14055941,RDW&SD Water Quality Testing Lab Mysuru,['RDW&SD Water Quality Testing Lab Mysuru'],SVS and MVS,31/07/2023,01/08/2023,,239.5553846153846,0.6923076923076923,566.0,0.49,1.0,312.94,31.26307692307692,0.0,0.1569230769230769,,0.0,48.84461538461539,25.16538461538461,7.661538461538461,,1050,Karnataka,15,Mysuru,202,Tirumakudal-narsipur,2584,Ankanahalli,63211,Ankanahali,,,619320,Ankanahalli,3840,200,274,3366,490,374,0,
